time_period,time_identifier,geographic_level,country_code,country_name,sex,subject_name,inst_type,provider_name,ukprn,xinstc01,inst_region,current_region,grads_1YAG,unmatched_percent_1YAG,overseas_percent_1YAG,matched_1YAG,activity_not_captured_1YAG,no_sust_dest_1YAG,sust_emp_only_1YAG,sust_emp_with_or_without_fs_1YAG,sust_emp_fs_or_both_1YAG,grads_3YAG,unmatched_percent_3YAG,overseas_percent_3YAG,matched_3YAG,activity_not_captured_3YAG,no_sust_dest_3YAG,sust_emp_only_3YAG,sust_emp_with_or_without_fs_3YAG,sust_emp_fs_or_both_3YAG,grads_5YAG,unmatched_percent_5YAG,overseas_percent_5YAG,matched_5YAG,activity_not_captured_5YAG,no_sust_dest_5YAG,sust_emp_only_5YAG,sust_emp_with_or_without_fs_5YAG,sust_emp_fs_or_both_5YAG,PAYE_earnings_include_1YAG,PAYE_earnings_LQ_1YAG,PAYE_earnings_median_1YAG,PAYE_earnings_UQ_1YAG,PAYE_earnings_include_3YAG,PAYE_earnings_LQ_3YAG,PAYE_earnings_median_3YAG,PAYE_earnings_UQ_3YAG,PAYE_earnings_include_5YAG,PAYE_earnings_LQ_5YAG,PAYE_earnings_median_5YAG,PAYE_earnings_UQ_5YAG,total_earnings_include_1YAG,total_earnings_LQ_1YAG,total_earnings_median_1YAG,total_earnings_UQ_1YAG,total_earnings_include_3YAG,total_earnings_LQ_3YAG,total_earnings_median_3YAG,total_earnings_UQ_3YAG,total_earnings_include_5YAG,total_earnings_LQ_5YAG,total_earnings_median_5YAG,total_earnings_UQ_5YAG,POLAR_num_included_1YAG,POLAR_percent_1YAG,POLAR_num_included_3YAG,POLAR_percent_3YAG,POLAR_num_included_5YAG,POLAR_percent_5YAG,PA_num_included_1YAG,PA_median_1YAG,PA_num_included_3YAG,PA_median_3YAG,PA_num_included_5YAG,PA_median_5YAG,PA_rank_1YAG,PA_rank_3YAG,PA_rank_5YAG,PA_band_1YAG,PA_band_3YAG,PA_band_5YAG,POLAR_include_percent_1YAG,POLAR_include_percent_3YAG,POLAR_include_percent_5YAG,PA_include_percent_1YAG,PA_include_percent_3YAG,PA_include_percent_5YAG
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Sheffield,10007157,England,Yorkshire and the Humber,All,50,0,0,50,2.2,4.4,53.3,85.2,93.3,50,0,0,50,3.5,2.1,62.2,90.2,94.4,45,0,0,45,4.8,13.6,65.6,74.4,81.6,25,18200,20400,24800,30,23400,28100,34300,30,26600,28800,32800,25,18200,20400,24800,30,23400,28100,34300,30,26600,28800,32800,50,5.9,50,10,45,7.4,45,320,50,340,40,320,0.2,0.1,0.1,1,1,1,100,97.9,97.6,95.6,94.4,92.8
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Southampton,10007158,England,South East,All,30,0,0,30,7.1,14.3,50,71.4,78.6,40,0,2.5,40,2.6,6.5,55.5,77.8,90.8,25,3.5,0,25,0,0,84.2,91.6,100,15,16200,20800,23700,25,23000,27400,33600,20,26600,32500,42700,15,16200,21100,23700,25,23000,27400,33600,20,26600,32500,42700,30,12.5,40,19.3,25,14.7,30,350,40,340,25,320,0.1,0.1,0.1,1,1,1,100,94.8,100,96.4,94.8,100
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of St Andrews,10007803,Scotland,Scotland,All,30,0,0,30,6.3,7.6,45.6,82.3,86.1,20,0,0,20,6.6,0,19.8,67,93.4,20,0,0,20,19.3,11,42.2,64.2,69.7,15,21200,23200,26800,c,c,c,c,c,c,c,c,15,21200,23200,26800,c,c,c,c,c,c,c,c,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Strathclyde,10007805,Scotland,Scotland,All,60,1.8,1.8,55,5.5,4.6,45,84.4,89.9,55,4,0,50,4.1,4.1,64.9,85.6,91.8,40,0,0,40,13.9,11.1,58.3,75,75,25,18600,21900,25200,35,23000,26600,30300,25,21900,26300,31800,25,18600,21900,25200,35,23000,26600,30300,25,21900,26300,31800,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Sunderland,10007159,England,North East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Surrey,10007160,England,South East,All,15,0,0,15,6.8,20.4,45.5,72.7,72.7,c,c,c,c,c,c,c,c,c,20,0,0,20,16.4,16.4,61.8,67.3,67.3,c,c,c,c,c,c,c,c,15,16800,24500,30700,c,c,c,c,c,c,c,c,15,16800,24500,30700,15,0,c,c,20,6.5,15,320,c,c,20,280,0.2,c,0.3,1,c,2,93.2,c,83.6,79.6,c,83.6
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Sussex,10007806,England,South East,All,15,0,0,15,0,7.7,53.8,76.9,92.3,15,0,0,15,7.7,0,46.2,69.2,92.3,15,0,0,15,0,0,92.5,100,100,c,c,c,c,c,c,c,c,15,27400,32500,37200,c,c,c,c,c,c,c,c,15,27400,32500,37200,15,8.3,15,25,15,21.6,15,320,15,310,15,320,0.2,0.3,0.1,1,2,1,92.3,92.3,92.5,84.6,92.3,92.5
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of the West of Scotland,10007800,Scotland,Scotland,All,15,0,0,15,6.9,0,17.2,79.3,93.1,20,11.1,0,20,6.2,9.4,50,59.4,84.4,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,NA,0,c,c,NA,NA,NA,NA,c,c,NA,NA,c,NA,NA,c,0,0,c,0,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Warwick,10007163,England,West Midlands,All,45,0,0,45,7.1,4.7,51.2,77.2,88.2,30,3.7,0,30,7.7,0,52.9,83.9,92.3,25,0,0,25,13.1,0,73.7,78.1,86.9,20,21900,28100,29900,15,23400,32500,36900,20,30300,32800,39800,20,21900,28100,29900,15,23400,32500,36900,20,27700,32800,39800,45,14.5,25,10.1,25,13.1,40,340,25,340,25,320,0.1,0.1,0.1,1,1,1,97.6,96.1,100,90.6,86.5,97.1
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of Winchester,10003614,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,The University of York,10007167,England,Yorkshire and the Humber,All,55,2,0,50,2,6,66,86,92,80,0,1.3,80,3.9,2.6,63.6,84.4,93.5,55,3.9,3.9,50,2.1,0,70.2,95.7,97.9,35,20800,23700,26300,50,23700,27700,31000,35,22300,27000,32500,35,20800,23700,26300,50,23700,27700,31000,35,22300,27000,32500,50,10,80,2.6,50,8.7,50,340,75,360,50,340,0.1,0,0.1,1,1,1,100,98.7,97.9,96,94.8,97.9
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University College London,10007784,England,London,All,50,0,2.2,45,4.5,4.5,52.4,78.1,91.1,45,0,0,45,4.6,2.3,71.4,87.4,93.1,35,0,0,35,5.2,10.4,52.6,84.4,84.4,25,20800,26600,30700,35,28100,38300,45300,20,28500,34300,42300,25,20800,26600,30700,35,28100,38300,45300,20,28500,34300,42000,45,10.2,45,3.4,35,11.8,45,360,45,340,35,340,0,0.1,0.1,1,1,1,98.9,100,96.9,89.6,92,93.8
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Abertay Dundee,10007849,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,20,0,0,20,15.8,5.3,68.4,73.7,78.9,25,4.5,4.5,20,20,0,60,80,80,c,c,c,c,15,16700,24500,27800,15,15700,26100,28600,c,c,c,c,15,16400,24100,27000,15,15700,26100,28600,c,c,NA,0,NA,0,c,c,NA,NA,NA,NA,c,NA,NA,c,NA,NA,c,0,0,c,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Cumbria,10007842,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Durham,10007143,England,North East,All,50,0.7,0,50,2.9,0,64.5,92,97.1,45,0,0.7,45,2.3,4.5,51.1,81.2,93.2,45,2.2,2.2,45,4.7,7.8,71.9,84.4,87.5,30,20400,24100,27000,25,28800,31400,36100,30,27700,33900,41400,30,20400,24100,27000,25,28800,31400,36100,30,27700,33200,40500,50,2.2,45,3,45,0.8,45,360,40,360,40,360,0,0,0,1,1,1,100,100,95.3,94.9,88.7,85.2
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Newcastle-upon-Tyne,10007799,England,North East,All,35,0,0,35,6,6,39,82,88,40,0,0,40,16.1,5.4,66.1,75.9,78.6,45,4.7,0,45,2.5,9,67.1,88.5,88.5,15,15700,19700,21200,25,23000,25600,29200,30,24500,27700,31400,15,15700,19700,21200,25,23000,25600,29200,30,24500,27700,31400,35,17,40,2.8,40,2.7,35,280,35,300,40,300,0.4,0.3,0.3,2,2,2,94,94.6,91,91,89.3,91
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Northumbria at Newcastle,10001282,England,North East,All,35,0,0,35,6.4,10.8,57,74.7,82.8,40,0,1.4,40,9.6,8.3,58.3,80.3,82.1,40,0,2.8,40,5.7,10,82.9,84.4,84.4,20,13100,19700,24500,20,17200,21900,29900,30,18200,21500,28100,20,13100,19700,24500,25,16400,21900,28100,30,18200,21500,28100,30,20.7,35,9.9,30,7.1,20,240,25,260,25,260,0.7,0.5,0.4,2,2,2,80.7,83.5,80.1,62.4,67.9,65.9
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Nottingham,10007154,England,East Midlands,All,50,0,0,50,10.3,3.3,51.1,72,86.4,35,0,0,35,4.6,6.2,53.8,86.2,89.2,45,0,0,45,5.8,3.5,69.8,90.7,90.7,25,17900,21500,25600,20,25900,29200,43800,30,24800,27700,37900,25,17900,21500,25600,20,25900,29200,43800,30,24800,27700,37900,50,12.5,35,12.7,45,10.5,45,340,30,340,45,320,0.1,0.1,0.1,1,1,1,100,96.9,100,96.7,87.7,95.3
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of Plymouth,10007801,England,South West,All,20,0,0,20,0,5.3,63.2,89.5,94.7,15,0,0,15,0,0,84.6,92.3,100,c,c,c,c,c,c,c,c,c,15,20300,21500,24500,15,17900,23700,30300,c,c,c,c,15,20300,21500,24500,15,17900,23700,30300,c,c,c,c,15,21.4,15,25,c,c,15,240,10,240,c,c,0.7,0.7,c,2,2,c,73.7,92.3,c,68.4,69.2,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,University of South Wales,10007793,Wales,Wales,All,15,0,0,15,0,0,75,83.3,100,25,4.8,0,20,5,10,70,80,85,15,16.7,0,c,c,c,c,c,c,c,c,c,c,15,17500,22100,28500,c,c,c,c,c,c,c,c,15,17500,22100,28500,c,c,c,c,10,30,15,0,c,c,NA,NA,NA,NA,c,c,NA,NA,c,NA,NA,c,83.3,75,c,0,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,"University of the Arts, London",10007162,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Chemistry,Higher Education Institution,"University of the West of England, Bristol",10007164,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Further Education College,Blackburn College,10000747,England,North West,All,15,0,0,15,0,33.3,20,53.3,66.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,0,c,c,c,c,10,250,c,c,c,c,0.5,c,c,2,c,c,66.7,c,c,66.7,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Further Education College,Blackpool and the Fylde College,10000754,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Further Education College,Newham College of Further Education,10004607,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Further Education College,Ruskin College,10005583,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Further Education College,Strode College,10006378,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Anglia Ruskin University,10000291,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Bath Spa University,10000571,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Canterbury Christ Church University,10001143,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Goldsmiths College,10002718,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Liverpool Hope University,10003956,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,25,4.1,2,25,8.7,8.7,80.4,82.6,82.6,c,c,c,c,c,c,c,c,20,19300,26300,29600,c,c,c,c,c,c,c,c,20,19300,26300,29600,c,c,c,c,25,4.9,c,c,c,c,15,260,c,c,0.4,c,c,2,c,c,89.1,c,c,58.7
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Liverpool John Moores University,10003957,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,London Metropolitan University,10004048,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Middlesex University,10004351,England,London,All,c,c,c,c,c,c,c,c,c,20,5.3,5.3,20,0,17.6,76.5,76.5,82.4,c,c,c,c,c,c,c,c,c,c,c,c,c,15,13200,22800,30000,c,c,c,c,c,c,c,c,15,12400,20800,29200,c,c,c,c,c,c,10,0,c,c,c,c,5,160,c,c,c,0.9,c,c,3,c,c,41.2,c,c,11.8,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Oxford Brookes University,10004930,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,"St Mary's University, Twickenham",10007843,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,Swansea University,10007855,Wales,Wales,All,20,5,0,20,10.5,15.8,36.8,63.2,73.7,20,5,0,20,5.3,15.8,68.4,73.7,78.9,20,5.6,0,20,5.9,23.5,70.6,70.6,70.6,c,c,c,c,15,6200,10200,20400,c,c,c,c,c,c,c,c,15,6200,9500,18500,c,c,c,c,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The Nottingham Trent University,10004797,England,East Midlands,All,c,c,c,c,c,c,c,c,c,130,1.5,0,130,5.5,8.6,73.4,82.8,85.9,120,0,1.7,115,8.8,5.3,76.3,83.3,86,c,c,c,c,95,17900,22300,26300,85,16800,21900,24800,c,c,c,c,95,17900,22300,26300,85,16400,21900,24800,c,c,125,8.3,100,13,c,c,120,260,95,220,c,0.4,0.6,c,2,2,c,94.5,87.7,c,91.4,82.5
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The Open University,10007773,England,South East,All,2295,1.3,0.9,2245,10.5,6.9,56.1,75.2,82.6,2525,2.9,1.4,2420,11.5,6.6,66.8,78,81.9,2535,4.5,1.2,2390,14.5,6.6,66.5,76.3,78.9,1105,10200,17500,25200,1415,11300,19000,27000,1375,10200,19300,29200,1160,9900,17200,24800,1480,11000,18600,27000,1430,10200,18600,28800,195,21.1,125,18.5,100,17.3,125,280,70,240,45,240,0.3,0.5,0.5,2,2,2,8.7,5.1,4.1,5.4,2.7,1.9
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Aberdeen,10007783,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Bath,10007850,England,South West,All,c,c,c,c,c,c,c,c,c,25,4,0,25,4.2,4.2,62.5,79.2,91.7,20,0,5.3,20,0,5.6,83.3,94.4,94.4,c,c,c,c,15,20800,33200,39400,15,23700,33400,55800,c,c,c,c,15,20800,33200,39400,15,20400,28800,55800,c,c,25,8.7,20,11.8,c,c,20,360,15,360,c,0,0,c,1,1,c,95.8,94.4,c,83.3,83.3
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Bradford,10007785,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,15,0,0,15,13.3,13.3,73.3,73.3,73.3,25,0,0,25,20,8,72,72,72,c,c,c,c,c,c,c,c,20,9900,13500,24100,c,c,c,c,c,c,c,c,20,9900,13500,24100,c,c,10,0,15,18.2,c,c,5,70,10,140,c,1,0.9,c,3,3,c,46.7,44,c,33.3,40
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Brighton,10000886,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Bristol,10007786,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Central Lancashire,10007141,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of East London,10007144,England,London,All,c,c,c,c,c,c,c,c,c,25,0,4.4,25,6.9,23.1,55.4,70,70,70,2.9,0,70,17.4,7.5,69.4,71.6,75.1,c,c,c,c,15,12000,14600,21900,45,15000,20800,28100,c,c,c,c,15,11700,14600,21900,45,14600,20800,28100,c,c,10,33.3,25,15,c,c,5,150,20,120,c,0.9,1,c,3,3,c,32.3,34.8,c,11.5,22.9
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Edinburgh,10007790,Scotland,Scotland,All,25,0,0,25,0,4.5,61.4,86.4,95.5,35,6.1,0,35,9.7,6.5,62.9,71,83.9,30,5.9,0,25,0,12.5,79.2,87.5,87.5,15,8800,15300,20800,20,14200,19700,22300,15,12400,20800,25900,15,8800,15300,20800,20,14200,19700,22300,15,12400,20800,25900,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Essex,10007791,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Exeter,10007792,England,South West,All,120,0.9,0,115,3.5,11.3,60.9,80.9,85.2,120,0,0.9,120,6.9,6.9,67.2,82.8,86.2,100,0,1,100,7.2,7.2,69.1,83.5,85.6,70,13100,20800,25200,70,21100,25700,32000,65,24800,31200,40200,70,13100,21000,25200,70,21200,25900,32800,65,24700,30100,39300,110,1.9,115,8.1,95,5.4,90,360,95,360,85,340,0,0,0.1,1,1,1,93.9,95.7,94.8,75.7,78.4,87.6
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Glasgow,10007794,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Huddersfield,10007148,England,Yorkshire and the Humber,All,30,0,0,30,7.7,15.3,48.6,67.9,76.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,12800,14200,20100,c,c,c,c,c,c,c,c,15,12800,14200,20100,c,c,c,c,c,c,c,c,10,13.8,c,c,c,c,5,160,c,c,c,c,0.9,c,c,3,c,c,37.2,c,c,12.9,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Hull,10007149,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Kent,10007150,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
