time_period,time_identifier,geographic_level,country_code,country_name,sex,subject_name,inst_type,provider_name,ukprn,xinstc01,inst_region,current_region,grads_1YAG,unmatched_percent_1YAG,overseas_percent_1YAG,matched_1YAG,activity_not_captured_1YAG,no_sust_dest_1YAG,sust_emp_only_1YAG,sust_emp_with_or_without_fs_1YAG,sust_emp_fs_or_both_1YAG,grads_3YAG,unmatched_percent_3YAG,overseas_percent_3YAG,matched_3YAG,activity_not_captured_3YAG,no_sust_dest_3YAG,sust_emp_only_3YAG,sust_emp_with_or_without_fs_3YAG,sust_emp_fs_or_both_3YAG,grads_5YAG,unmatched_percent_5YAG,overseas_percent_5YAG,matched_5YAG,activity_not_captured_5YAG,no_sust_dest_5YAG,sust_emp_only_5YAG,sust_emp_with_or_without_fs_5YAG,sust_emp_fs_or_both_5YAG,PAYE_earnings_include_1YAG,PAYE_earnings_LQ_1YAG,PAYE_earnings_median_1YAG,PAYE_earnings_UQ_1YAG,PAYE_earnings_include_3YAG,PAYE_earnings_LQ_3YAG,PAYE_earnings_median_3YAG,PAYE_earnings_UQ_3YAG,PAYE_earnings_include_5YAG,PAYE_earnings_LQ_5YAG,PAYE_earnings_median_5YAG,PAYE_earnings_UQ_5YAG,total_earnings_include_1YAG,total_earnings_LQ_1YAG,total_earnings_median_1YAG,total_earnings_UQ_1YAG,total_earnings_include_3YAG,total_earnings_LQ_3YAG,total_earnings_median_3YAG,total_earnings_UQ_3YAG,total_earnings_include_5YAG,total_earnings_LQ_5YAG,total_earnings_median_5YAG,total_earnings_UQ_5YAG,POLAR_num_included_1YAG,POLAR_percent_1YAG,POLAR_num_included_3YAG,POLAR_percent_3YAG,POLAR_num_included_5YAG,POLAR_percent_5YAG,PA_num_included_1YAG,PA_median_1YAG,PA_num_included_3YAG,PA_median_3YAG,PA_num_included_5YAG,PA_median_5YAG,PA_rank_1YAG,PA_rank_3YAG,PA_rank_5YAG,PA_band_1YAG,PA_band_3YAG,PA_band_5YAG,POLAR_include_percent_1YAG,POLAR_include_percent_3YAG,POLAR_include_percent_5YAG,PA_include_percent_1YAG,PA_include_percent_3YAG,PA_include_percent_5YAG
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Lancaster,10007768,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Leeds,10007795,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,20,0,5.6,20,11.8,0,88.2,88.2,88.2,15,0,0,15,6.7,13.3,60,80,80,c,c,c,c,15,22600,25900,29200,c,c,c,c,c,c,c,c,15,22600,25900,29200,c,c,c,c,c,c,20,11.8,15,9.1,c,c,15,320,15,320,c,0.1,0.1,c,1,1,c,100,73.3,c,88.2,73.3
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Leicester,10007796,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,25,0,0,25,9.5,4.8,71.4,85.7,85.7,c,c,c,c,c,c,c,c,15,15700,21200,27400,c,c,c,c,c,c,c,c,15,15700,21200,27400,c,c,c,c,15,15.4,c,c,c,c,15,320,c,c,0.1,c,c,1,c,c,61.9,c,c,52.4
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Liverpool,10006842,England,North West,All,50,0,0,50,6.4,12.8,40.4,63.8,80.9,80,0,0,80,6.6,1.3,65.8,89.5,92.1,80,0,0,80,5.1,5.1,73.4,86.1,89.9,20,15300,18800,21500,50,17500,23400,28100,60,20400,24500,29200,20,15300,18800,23000,50,17200,23200,28100,60,20400,24500,29200,45,15.9,75,2.7,75,5.4,40,320,65,320,65,300,0.2,0.1,0.2,1,1,1,93.6,96.1,93.7,76.6,82.9,81
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Manchester,10007798,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Sheffield,10007157,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of St Andrews,10007803,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,15,0,0,15,18.2,0,72.7,72.7,81.8,15,18.2,0,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Strathclyde,10007805,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Sunderland,10007159,England,North East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Surrey,10007160,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of the West of Scotland,10007800,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,The University of Winchester,10003614,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,0,0,20,3.2,3.2,90.3,93.5,93.5,c,c,c,c,c,c,c,c,15,16100,24500,28700,c,c,c,c,c,c,c,c,15,16100,24500,28700,c,c,c,c,15,27.3,c,c,c,c,10,220,c,c,0.6,c,c,2,c,c,71,c,c,45.2
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University Campus Suffolk,10014001,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,0,0,15,28.6,0,64.3,71.4,71.4,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,c,c,c,c,NA,NA,c,c,NA,c,c,NA,c,c,7.1,c,c,0
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Chester,10007848,England,North West,All,c,c,c,c,c,c,c,c,c,20,0,0,20,0,5.3,89.5,94.7,94.7,15,6.7,0,15,7.1,0,64.3,92.9,92.9,c,c,c,c,20,23400,28800,32800,c,c,c,c,c,c,c,c,20,23400,28800,32800,c,c,c,c,c,c,NA,0,NA,0,c,c,NA,NA,NA,NA,c,NA,NA,c,NA,NA,c,0,0,c,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Derby,10007851,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,30,3.9,0,25,4.1,8.2,74,83.6,87.7,c,c,c,c,c,c,c,c,20,14500,19900,25400,c,c,c,c,c,c,c,c,20,11000,19300,25200,c,c,c,c,10,13.6,c,c,c,c,10,210,c,c,0.7,c,c,2,c,c,30.1,c,c,24.7
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Gloucestershire,10007145,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Hertfordshire,10007147,England,East of England,All,30,0,0,30,5.7,10.3,59.1,76.1,84,45,2.5,0,40,4.2,6.6,74.2,83.4,89.2,150,0.2,0,150,7.3,5.7,80.2,85.5,87.1,20,12800,17500,21500,30,16400,22600,27400,115,19700,25600,31800,20,12800,17500,21500,30,16400,22600,27400,115,19000,25600,31800,30,13.2,40,11,135,7.4,25,280,30,260,110,200,0.3,0.4,0.8,2,2,3,86.3,90.8,89.6,81.7,71.6,72.5
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Newcastle-upon-Tyne,10007799,England,North East,All,80,0,0,80,2.6,9.1,58.4,79.2,88.3,80,3.8,0,75,5.3,8,69.3,82.7,86.7,75,1.4,0,75,4.1,8.2,76.7,86.3,87.7,45,13900,20600,22600,50,22600,25900,32100,55,21300,28100,33500,45,13900,20800,22600,50,22600,26100,34300,55,19300,27700,33200,80,1.3,75,5.4,70,8.7,70,340,70,340,60,340,0.1,0.1,0.1,1,1,1,98.7,98.7,94.5,89.6,93.3,80.8
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of Nottingham,10007154,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of South Wales,10007793,Wales,Wales,All,c,c,c,c,c,c,c,c,c,15,0,0,15,13.3,0,73.3,80,86.7,15,0,0,15,25,25,50,50,50,c,c,c,c,15,11700,15300,23700,c,c,c,c,c,c,c,c,15,11700,15300,23700,c,c,c,c,c,c,10,11.1,5,0,c,c,NA,NA,NA,NA,c,NA,NA,c,NA,NA,c,60,25,c,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,University of the Highlands and Islands,10007114,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Combined and general studies,Higher Education Institution,"University of the West of England, Bristol",10007164,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Alternative Provider,Bloomsbury Institute Limited,10004061,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Alternative Provider,GSM London Limited,10007937,England,London,All,30,0,1.1,30,3.4,1.7,64.6,84.6,94.8,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,8000,15300,23400,c,c,c,c,c,c,c,c,20,8000,15300,23400,c,c,c,c,c,c,c,c,10,0,c,c,c,c,10,120,c,c,c,c,0.9,c,c,3,c,c,32,c,c,19.5,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Alternative Provider,London School of Science & Technology Limited,10008362,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Accrington and Rossendale College,10000093,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Bath College,10001465,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Blackburn College,10000747,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Blackpool and the Fylde College,10000754,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Bradford College,10000840,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Chesterfield College,10001378,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,City of Bristol College,10001467,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Colchester Institute,10001535,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Doncaster College,10002005,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Farnborough College of Technology,10002412,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Furness College,10002599,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Grimsby Institute of Further and Higher Education,10007938,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Havering College of Further and Higher Education,10002935,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Hull College,10003200,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Leeds City College,10024962,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,LTE Group,10023139,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,NCG,10004599,England,North East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,NCG,10004599,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,North East Surrey College of Technology (NESCOT),10004686,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Plymouth College of Art,10005127,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Somerset College,10005956,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,South Essex College of Further and Higher Education,10005981,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,St Helens College,10006174,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Stoke On Trent College,10006349,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Truro and Penwith College,10007063,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Walsall College,10007315,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Weston College of Further and Higher Education,10007459,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Wigan and Leigh College,10007500,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Further Education College,Wiltshire College,10007527,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Higher Education Institution,Aberystwyth University,10007856,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Higher Education Institution,Anglia Ruskin University,10000291,England,East of England,All,25,4.8,0,20,5,5,75,80,90,25,0,0,25,0,4.8,85.7,95.2,95.2,30,7.7,0,25,4.2,8.3,87.5,87.5,87.5,15,9100,16800,26600,20,21500,24600,31400,25,18600,26300,32500,15,9100,16800,26600,20,21500,24600,32500,25,18600,26300,32500,15,30.8,10,33.3,15,40,10,160,5,225,10,210,0.8,0.4,0.5,3,2,2,65,28.6,62.5,45,9.5,33.3
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Higher Education Institution,Aston University,10007759,England,West Midlands,All,20,0,0,20,0,0,87.9,93.9,100,20,0,0,20,5,20.2,64.7,74.8,74.8,25,4.9,0,20,0,0,89.7,89.7,100,15,19000,25900,28800,15,26300,31400,35400,20,20400,29200,39800,15,19000,25900,28800,15,26300,31400,35400,20,20400,29200,39800,15,16,20,11.4,20,7.7,15,290,15,280,15,280,0.2,0.2,0.2,1,1,1,75.8,88.3,89.7,66.7,73.1,74.1
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Higher Education Institution,Bangor University,10007857,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,7.8,0,15,0,16.9,83.1,83.1,83.1,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,9.7,c,c,c,c,NA,NA,c,c,NA,c,c,NA,c,c,87.3,c,c,0
201718,Tax year,National,K03000001,Great Britain,Female,Computing,Higher Education Institution,Birkbeck College,10007760,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
