sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Female,Languages and area studies,Non-STEM,Swansea University,10007855,Wales,5,23000,8.8,244.2776253
Female,Languages and area studies,Non-STEM,The Manchester Metropolitan University,10004180,North West,5,21200,10.9,240.9294872
Female,Languages and area studies,Non-STEM,The Nottingham Trent University,10004797,East Midlands,5,26100,4,245.0845411
Female,Languages and area studies,Non-STEM,The Open University,10007773,South East,5,20400,60,258.3431805
Female,Languages and area studies,Non-STEM,The School of Oriental and African Studies,10007780,London,5,26300,9.5,336.0606061
Female,Languages and area studies,Non-STEM,The University of Bath,10007850,South West,5,31900,3.2,348.0246914
Female,Languages and area studies,Non-STEM,The University of Birmingham,10006840,West Midlands,5,28800,6.4,330.0740741
Female,Languages and area studies,Non-STEM,The University of Bristol,10007786,South West,5,37600,5.8,354.7619048
Female,Languages and area studies,Non-STEM,The University of Cambridge,10007788,East of England,5,33600,7.7,360
Female,Languages and area studies,Non-STEM,The University of East Anglia,10007789,East of England,5,25600,7.8,307.4119241
Female,Languages and area studies,Non-STEM,The University of Edinburgh,10007790,Scotland,5,28500,0,244.2776253
Female,Languages and area studies,Non-STEM,The University of Essex,10007791,East of England,5,24100,23.6,258.2258065
Female,Languages and area studies,Non-STEM,The University of Exeter,10007792,South West,5,29600,5,340.4273504
Female,Languages and area studies,Non-STEM,The University of Glasgow,10007794,Scotland,5,24800,0,244.2776253
Female,Languages and area studies,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,5,23400,16.5,259.7435897
Female,Languages and area studies,Non-STEM,The University of Kent,10007150,South East,5,26600,10.5,275.4166667
Female,Languages and area studies,Non-STEM,The University of Lancaster,10007768,North West,5,23400,12.9,319.7916667
Female,Languages and area studies,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,29200,5.8,326.5306122
Female,Languages and area studies,Non-STEM,The University of Leicester,10007796,East Midlands,5,27700,7.7,310.6862745
Female,Languages and area studies,Non-STEM,The University of Liverpool,10006842,North West,5,26300,11,313.877551
Female,Languages and area studies,Non-STEM,The University of Manchester,10007798,North West,5,28100,5.3,329.2063492
Female,Languages and area studies,Non-STEM,The University of Oxford,10007774,South East,5,34300,4.4,360
Female,Languages and area studies,Non-STEM,The University of Portsmouth,10007155,South East,5,24800,25.4,250.6818182
Female,Languages and area studies,Non-STEM,The University of Reading,10007802,South East,5,24600,15.1,298.8288288
Female,Languages and area studies,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,5,25900,5,330.1666667
Female,Languages and area studies,Non-STEM,The University of Southampton,10007158,South East,5,27700,5.7,328.1560284
Female,Languages and area studies,Non-STEM,The University of St Andrews,10007803,Scotland,5,28500,0,244.2776253
Female,Languages and area studies,Non-STEM,The University of Sussex,10007806,South East,5,27700,12.7,318.2905983
Female,Languages and area studies,Non-STEM,The University of Warwick,10007163,West Midlands,5,28500,6.8,346.9444444
Female,Languages and area studies,Non-STEM,The University of Westminster,10007165,London,5,21500,2.6,244.1935484
Female,Languages and area studies,Non-STEM,University College London,10007784,London,5,32500,3.9,355.6666667
Female,Languages and area studies,Non-STEM,University of Chester,10007848,North West,5,23700,6.5,234.1534392
Female,Languages and area studies,Non-STEM,University of Durham,10007143,North East,5,33900,0.7,352.5
Female,Languages and area studies,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,5,27000,5.5,323.115942
Female,Languages and area studies,Non-STEM,University of Nottingham,10007154,East Midlands,5,31400,6.2,330.3773585
Female,Law,Non-STEM,Blackburn College,10000747,North West,5,17500,0,216.4215168
Female,Law,Non-STEM,Anglia Ruskin University,10000291,East of England,5,29000,22.7,213.9780702
Female,Law,Non-STEM,Bangor University,10007857,Wales,5,22300,6.7,244.2776253
Female,Law,Non-STEM,Birkbeck College,10007760,London,5,33900,0,253.8452381
Female,Law,Non-STEM,Birmingham City University,10007140,West Midlands,5,20100,14.4,237.5448029
Female,Law,Non-STEM,Bournemouth University,10000824,South West,5,31900,16,258.3908046
Female,Law,Non-STEM,Brunel University London,10000961,London,5,26600,5,271.2091503
Female,Law,Non-STEM,Canterbury Christ Church University,10001143,South East,5,25900,29.9,215.745614
Female,Law,Non-STEM,Cardiff University,10007814,Wales,5,27000,10.1,244.2776253
Female,Law,Non-STEM,Coventry University,10001726,West Midlands,5,22600,5.7,231.25
Female,Law,Non-STEM,De Montfort University,10001883,East Midlands,5,21900,11.7,228.1944444
Female,Law,Non-STEM,Edge Hill University,10007823,North West,5,19700,15.2,212.7037037
Female,Law,Non-STEM,Edinburgh Napier University,10007772,Scotland,5,28500,0,244.2776253
Female,Law,Non-STEM,King's College London,10003645,London,5,43800,8.8,341.7156863
Female,Law,Non-STEM,Kingston University,10003678,London,5,25600,5.9,226.2954545
Female,Law,Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,5,23000,12.1,226.7222222
Female,Law,Non-STEM,Liverpool John Moores University,10003957,North West,5,21900,10.9,236.3049096
Female,Law,Non-STEM,London Metropolitan University,10004048,London,5,21900,19.2,184.3207071
Female,Law,Non-STEM,London School of Economics and Political Science,10004063,London,5,36900,7.1,357.254902
Female,Law,Non-STEM,London South Bank University,10004078,London,5,26500,25.4,189.0095785
Female,Law,Non-STEM,Middlesex University,10004351,London,5,22300,10.4,198.25
Female,Law,Non-STEM,Oxford Brookes University,10004930,South East,5,27000,11.6,273.3194444
Female,Law,Non-STEM,Queen Mary University of London,10007775,London,5,34900,6.8,314.9166667
Female,Law,Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,5,22300,11.8,239.4481481
Female,Law,Non-STEM,Staffordshire University,10006299,West Midlands,5,23000,20.2,202.9139957
Female,Law,Non-STEM,Swansea University,10007855,Wales,5,22400,7.5,244.2776253
Female,Law,Non-STEM,Teesside University,10007161,North East,5,19700,28.3,211.9965278
Female,Law,Non-STEM,The City University,10001478,London,5,30300,14.4,288.6111111
Female,Law,Non-STEM,The Manchester Metropolitan University,10004180,North West,5,21500,18.1,240.9294872
Female,Law,Non-STEM,The Nottingham Trent University,10004797,East Midlands,5,24800,12.8,245.0845411
Female,Law,Non-STEM,The Open University,10007773,South East,5,25700,0,258.3431805
Female,Law,Non-STEM,The Robert Gordon University,10005500,Scotland,5,24500,0,244.2776253
Female,Law,Non-STEM,The School of Oriental and African Studies,10007780,London,5,29700,18.5,336.0606061
Female,Law,Non-STEM,The University of Aberdeen,10007783,Scotland,5,36100,0,244.2776253
Female,Law,Non-STEM,The University of Birmingham,10006840,West Midlands,5,31000,5.8,330.0740741
Female,Law,Non-STEM,The University of Bradford,10007785,Yorkshire and the Humber,5,17500,6.3,211.1309524
Female,Law,Non-STEM,The University of Bristol,10007786,South West,5,47100,4.1,354.7619048
Female,Law,Non-STEM,The University of Cambridge,10007788,East of England,5,63500,9.8,360
Female,Law,Non-STEM,The University of Central Lancashire,10007141,North West,5,21500,3.3,230.8014184
Female,Law,Non-STEM,The University of Dundee,10007852,Scotland,5,25600,0,244.2776253
Female,Law,Non-STEM,The University of East Anglia,10007789,East of England,5,29200,17.9,307.4119241
Female,Law,Non-STEM,The University of East London,10007144,London,5,22600,20.2,182.2569444
Female,Law,Non-STEM,The University of Edinburgh,10007790,Scotland,5,34700,0,244.2776253
Female,Law,Non-STEM,The University of Essex,10007791,East of England,5,28800,16,258.2258065
Female,Law,Non-STEM,The University of Exeter,10007792,South West,5,36100,10.8,340.4273504
Female,Law,Non-STEM,The University of Glasgow,10007794,Scotland,5,33900,0,244.2776253
Female,Law,Non-STEM,The University of Greenwich,10007146,London,5,27900,27.5,214.4489612
Female,Law,Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,5,23700,20.3,236.1315789
Female,Law,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,5,24100,16.7,259.7435897
Female,Law,Non-STEM,The University of Keele,10007767,West Midlands,5,24100,19.1,276.372549
Female,Law,Non-STEM,The University of Kent,10007150,South East,5,29200,16.3,275.4166667
Female,Law,Non-STEM,The University of Lancaster,10007768,North West,5,23500,3.2,319.7916667
Female,Law,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,31800,9.2,326.5306122
Female,Law,Non-STEM,The University of Leicester,10007796,East Midlands,5,34700,7.1,310.6862745
Female,Law,Non-STEM,The University of Lincoln,10007151,East Midlands,5,23400,10.1,242.1354167
Female,Law,Non-STEM,The University of Liverpool,10006842,North West,5,25900,8,313.877551
Female,Law,Non-STEM,The University of Manchester,10007798,North West,5,36900,4.9,329.2063492
Female,Law,Non-STEM,The University of Northampton,10007138,East Midlands,5,22300,8.3,209.4444444
Female,Law,Non-STEM,The University of Oxford,10007774,South East,5,76800,4.7,360
Female,Law,Non-STEM,The University of Portsmouth,10007155,South East,5,28800,28.5,250.6818182
Female,Law,Non-STEM,The University of Reading,10007802,South East,5,34300,7.7,298.8288288
Female,Law,Non-STEM,The University of Salford,10007156,North West,5,22300,9,241.494152
Female,Law,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,5,26300,8.6,330.1666667
Female,Law,Non-STEM,The University of Southampton,10007158,South East,5,34300,20.8,328.1560284
Female,Law,Non-STEM,The University of Stirling,10007804,Scotland,5,25900,0,244.2776253
Female,Law,Non-STEM,The University of Strathclyde,10007805,Scotland,5,28500,0,244.2776253
Female,Law,Non-STEM,The University of Sunderland,10007159,North East,5,21200,22.8,212.6979167
Female,Law,Non-STEM,The University of Surrey,10007160,South East,5,30300,16,311.7333333
Female,Law,Non-STEM,The University of Sussex,10007806,South East,5,27700,16.9,318.2905983
Female,Law,Non-STEM,The University of the West of Scotland,10007800,Scotland,5,24500,0,244.2776253
Female,Law,Non-STEM,The University of Warwick,10007163,West Midlands,5,40200,6,346.9444444
Female,Law,Non-STEM,The University of West London,10006566,London,5,22300,20,192.4845679
Female,Law,Non-STEM,The University of Westminster,10007165,London,5,25900,22,244.1935484
Female,Law,Non-STEM,The University of Winchester,10003614,South East,5,26100,9.4,241.6666667
Female,Law,Non-STEM,The University of Wolverhampton,10007166,West Midlands,5,19000,24.1,185.9009009
Female,Law,Non-STEM,The University of York,10007167,Yorkshire and the Humber,5,30800,0,331.2280702
Female,Law,Non-STEM,University College London,10007784,London,5,44000,0,355.6666667
Female,Law,Non-STEM,University of Bedfordshire,10007152,East of England,5,20100,14.3,180.4520635
Female,Law,Non-STEM,University of Chester,10007848,North West,5,22300,10.9,234.1534392
Female,Law,Non-STEM,University of Derby,10007851,East Midlands,5,20800,11.5,208.3472222
Female,Law,Non-STEM,University of Durham,10007143,North East,5,41200,11.3,352.5
Female,Law,Non-STEM,University of Gloucestershire,10007145,South West,5,24800,48.1,231.4455782
Female,Law,Non-STEM,University of Hertfordshire,10007147,East of England,5,24800,9.5,238.375
Female,Law,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,5,30500,3.7,323.115942
Female,Law,Non-STEM,University of Northumbria at Newcastle,10001282,North East,5,23700,12.9,260.4365079
Female,Law,Non-STEM,University of Nottingham,10007154,East Midlands,5,39400,5.1,330.3773585
Female,Law,Non-STEM,University of Plymouth,10007801,South West,5,21500,17.2,247.3863636
Female,Law,Non-STEM,University of South Wales,10007793,Wales,5,20400,12.3,244.2776253
Female,Law,Non-STEM,"University of the West of England, Bristol",10007164,South West,5,24500,24.3,244.3617021
Female,Materials and technology,STEM,Buckinghamshire New University,10000975,South East,5,16400,7.6,191.0277778
Female,Materials and technology,STEM,The University of Manchester,10007798,North West,5,29600,4.4,329.2063492
Female,Mathematical sciences,STEM,Aston University,10007759,West Midlands,5,31800,9.4,299.9275362
Female,Mathematical sciences,STEM,Brunel University London,10000961,London,5,32500,9.4,271.2091503
Female,Mathematical sciences,STEM,Cardiff University,10007814,Wales,5,31800,7.6,244.2776253
Female,Mathematical sciences,STEM,Heriot-Watt University,10007764,Scotland,5,36900,0,244.2776253
Female,Mathematical sciences,STEM,King's College London,10003645,London,5,38700,12.4,341.7156863
Female,Mathematical sciences,STEM,Kingston University,10003678,London,5,28500,11.8,226.2954545
Female,Mathematical sciences,STEM,London School of Economics and Political Science,10004063,London,5,46400,9.2,357.254902
Female,Mathematical sciences,STEM,Loughborough University,10004113,East Midlands,5,35000,9.7,306.8518519
Female,Mathematical sciences,STEM,Queen Mary University of London,10007775,London,5,33900,25.6,314.9166667
Female,Mathematical sciences,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,5,30700,16.4,239.4481481
Female,Mathematical sciences,STEM,Swansea University,10007855,Wales,5,24500,7.5,244.2776253
Female,Mathematical sciences,STEM,The City University,10001478,London,5,34300,23.3,288.6111111
Female,Mathematical sciences,STEM,The Manchester Metropolitan University,10004180,North West,5,26300,10.7,240.9294872
Female,Mathematical sciences,STEM,The Nottingham Trent University,10004797,East Midlands,5,26300,20.8,245.0845411
Female,Mathematical sciences,STEM,The Open University,10007773,South East,5,27400,25,258.3431805
Female,Mathematical sciences,STEM,The University of Bath,10007850,South West,5,39600,9.8,348.0246914
Female,Mathematical sciences,STEM,The University of Birmingham,10006840,West Midlands,5,35400,9.3,330.0740741
Female,Mathematical sciences,STEM,The University of Brighton,10000886,South East,5,32300,0,266.8121693
Female,Mathematical sciences,STEM,The University of Bristol,10007786,South West,5,41600,0,354.7619048
Female,Mathematical sciences,STEM,The University of Cambridge,10007788,East of England,5,40500,13.6,360
Female,Mathematical sciences,STEM,The University of East Anglia,10007789,East of England,5,26300,9.5,307.4119241
Female,Mathematical sciences,STEM,The University of Edinburgh,10007790,Scotland,5,34700,0,244.2776253
Female,Mathematical sciences,STEM,The University of Exeter,10007792,South West,5,36500,7.1,340.4273504
Female,Mathematical sciences,STEM,The University of Glasgow,10007794,Scotland,5,32100,0,244.2776253
Female,Mathematical sciences,STEM,The University of Greenwich,10007146,London,5,31000,21.4,214.4489612
Female,Mathematical sciences,STEM,The University of Keele,10007767,West Midlands,5,30100,11.4,276.372549
Female,Mathematical sciences,STEM,The University of Kent,10007150,South East,5,35600,15.9,275.4166667
Female,Mathematical sciences,STEM,The University of Lancaster,10007768,North West,5,29400,1.3,319.7916667
Female,Mathematical sciences,STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,32700,4.1,326.5306122
Female,Mathematical sciences,STEM,The University of Leicester,10007796,East Midlands,5,39800,12.6,310.6862745
Female,Mathematical sciences,STEM,The University of Liverpool,10006842,North West,5,29000,7.5,313.877551
Female,Mathematical sciences,STEM,The University of Manchester,10007798,North West,5,33900,4.9,329.2063492
Female,Mathematical sciences,STEM,The University of Oxford,10007774,South East,5,45300,2.7,360
Female,Mathematical sciences,STEM,The University of Portsmouth,10007155,South East,5,28100,9.1,250.6818182
Female,Mathematical sciences,STEM,The University of Reading,10007802,South East,5,31800,21.1,298.8288288
Female,Mathematical sciences,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,5,31800,8.9,330.1666667
Female,Mathematical sciences,STEM,The University of Southampton,10007158,South East,5,37200,13,328.1560284
Female,Mathematical sciences,STEM,The University of St Andrews,10007803,Scotland,5,36500,0,244.2776253
Female,Mathematical sciences,STEM,The University of Strathclyde,10007805,Scotland,5,30700,0,244.2776253
Female,Mathematical sciences,STEM,The University of Surrey,10007160,South East,5,38700,25.6,311.7333333
Female,Mathematical sciences,STEM,The University of Sussex,10007806,South East,5,35800,43.6,318.2905983
Female,Mathematical sciences,STEM,The University of Warwick,10007163,West Midlands,5,48900,4.7,346.9444444
Female,Mathematical sciences,STEM,The University of York,10007167,Yorkshire and the Humber,5,30700,12.1,331.2280702
Female,Mathematical sciences,STEM,University College London,10007784,London,5,45600,5.3,355.6666667
Female,Mathematical sciences,STEM,University of Durham,10007143,North East,5,35400,5.7,352.5
Female,Mathematical sciences,STEM,University of Newcastle-upon-Tyne,10007799,North East,5,28500,3.9,323.115942
Female,Mathematical sciences,STEM,University of Nottingham,10007154,East Midlands,5,36500,1.8,330.3773585
Female,Mathematical sciences,STEM,University of South Wales,10007793,Wales,5,28800,17,244.2776253
Female,"Media, journalism and communications",Non-STEM,Anglia Ruskin University,10000291,East of England,5,19300,18.4,213.9780702
Female,"Media, journalism and communications",Non-STEM,Bangor University,10007857,Wales,5,20400,11.9,244.2776253
Female,"Media, journalism and communications",Non-STEM,Bath Spa University,10000571,South West,5,23400,14.4,249.6825397
Female,"Media, journalism and communications",Non-STEM,Birmingham City University,10007140,West Midlands,5,24100,5.2,237.5448029
Female,"Media, journalism and communications",Non-STEM,Bournemouth University,10000824,South West,5,29400,13.6,258.3908046
Female,"Media, journalism and communications",Non-STEM,Brunel University London,10000961,London,5,28500,5.6,271.2091503
Female,"Media, journalism and communications",Non-STEM,Buckinghamshire New University,10000975,South East,5,20800,17.5,191.0277778
Female,"Media, journalism and communications",Non-STEM,Canterbury Christ Church University,10001143,South East,5,23000,23.5,215.745614
Female,"Media, journalism and communications",Non-STEM,Cardiff University,10007814,Wales,5,26600,9,244.2776253
Female,"Media, journalism and communications",Non-STEM,Coventry University,10001726,West Midlands,5,23400,8.3,231.25
Female,"Media, journalism and communications",Non-STEM,De Montfort University,10001883,East Midlands,5,19300,16.1,228.1944444
Female,"Media, journalism and communications",Non-STEM,Edge Hill University,10007823,North West,5,21900,15.1,212.7037037
Female,"Media, journalism and communications",Non-STEM,Edinburgh Napier University,10007772,Scotland,5,23000,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,Falmouth University,10008640,South West,5,23700,12.5,248.3333333
Female,"Media, journalism and communications",Non-STEM,Glasgow Caledonian University,10007762,Scotland,5,24300,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,Goldsmiths College,10002718,London,5,26600,7.1,276.7916667
Female,"Media, journalism and communications",Non-STEM,Kingston University,10003678,London,5,25200,15.7,226.2954545
Female,"Media, journalism and communications",Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,5,26600,3.6,226.7222222
Female,"Media, journalism and communications",Non-STEM,Leeds Trinity University,10003863,Yorkshire and the Humber,5,19700,8,207.9166667
Female,"Media, journalism and communications",Non-STEM,Liverpool John Moores University,10003957,North West,5,21900,12.6,236.3049096
Female,"Media, journalism and communications",Non-STEM,London Metropolitan University,10004048,London,5,24100,14.3,184.3207071
Female,"Media, journalism and communications",Non-STEM,London South Bank University,10004078,London,5,23400,19.4,189.0095785
Female,"Media, journalism and communications",Non-STEM,Loughborough University,10004113,East Midlands,5,30300,3.5,306.8518519
Female,"Media, journalism and communications",Non-STEM,Middlesex University,10004351,London,5,24800,6.6,198.25
Female,"Media, journalism and communications",Non-STEM,Oxford Brookes University,10004930,South East,5,27000,5.4,273.3194444
Female,"Media, journalism and communications",Non-STEM,"Queen Margaret University, Edinburgh",10005337,Scotland,5,20400,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,Roehampton University,10007776,London,5,23000,21.2,228.1400966
Female,"Media, journalism and communications",Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,5,22600,11.2,239.4481481
Female,"Media, journalism and communications",Non-STEM,Southampton Solent University,10006022,South East,5,24500,15.3,204.0800866
Female,"Media, journalism and communications",Non-STEM,"St Mary's University, Twickenham",10007843,London,5,26300,4.1,228.5555556
Female,"Media, journalism and communications",Non-STEM,Staffordshire University,10006299,West Midlands,5,23400,16.6,202.9139957
Female,"Media, journalism and communications",Non-STEM,Teesside University,10007161,North East,5,22300,20.8,211.9965278
Female,"Media, journalism and communications",Non-STEM,The City University,10001478,London,5,25900,17.2,288.6111111
Female,"Media, journalism and communications",Non-STEM,The Manchester Metropolitan University,10004180,North West,5,20300,7.8,240.9294872
Female,"Media, journalism and communications",Non-STEM,The Nottingham Trent University,10004797,East Midlands,5,24500,16,245.0845411
Female,"Media, journalism and communications",Non-STEM,The Robert Gordon University,10005500,Scotland,5,21900,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,The University of Brighton,10000886,South East,5,27000,16.2,266.8121693
Female,"Media, journalism and communications",Non-STEM,The University of Central Lancashire,10007141,North West,5,24100,9.4,230.8014184
Female,"Media, journalism and communications",Non-STEM,The University of East Anglia,10007789,East of England,5,24100,10,307.4119241
Female,"Media, journalism and communications",Non-STEM,The University of East London,10007144,London,5,22600,14.9,182.2569444
Female,"Media, journalism and communications",Non-STEM,The University of Greenwich,10007146,London,5,24500,25.9,214.4489612
Female,"Media, journalism and communications",Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,5,19000,17.8,236.1315789
Female,"Media, journalism and communications",Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,28500,5.1,326.5306122
Female,"Media, journalism and communications",Non-STEM,The University of Lincoln,10007151,East Midlands,5,23400,5.7,242.1354167
Female,"Media, journalism and communications",Non-STEM,The University of Northampton,10007138,East Midlands,5,24100,17,209.4444444
Female,"Media, journalism and communications",Non-STEM,The University of Portsmouth,10007155,South East,5,26500,14,250.6818182
Female,"Media, journalism and communications",Non-STEM,The University of Salford,10007156,North West,5,20100,10.1,241.494152
Female,"Media, journalism and communications",Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,5,29000,5.8,330.1666667
Female,"Media, journalism and communications",Non-STEM,The University of Stirling,10007804,Scotland,5,22600,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,The University of Sunderland,10007159,North East,5,18200,19.1,212.6979167
Female,"Media, journalism and communications",Non-STEM,The University of Sussex,10007806,South East,5,25700,5.2,318.2905983
Female,"Media, journalism and communications",Non-STEM,The University of the West of Scotland,10007800,Scotland,5,22100,0,244.2776253
Female,"Media, journalism and communications",Non-STEM,The University of West London,10006566,London,5,24100,16.7,192.4845679
Female,"Media, journalism and communications",Non-STEM,The University of Westminster,10007165,London,5,26300,11,244.1935484
Female,"Media, journalism and communications",Non-STEM,The University of Winchester,10003614,South East,5,24800,13.2,241.6666667
Female,"Media, journalism and communications",Non-STEM,The University of Wolverhampton,10007166,West Midlands,5,19300,11.3,185.9009009
Female,"Media, journalism and communications",Non-STEM,University for the Creative Arts,10006427,South East,5,24300,20.5,228.8888889
Female,"Media, journalism and communications",Non-STEM,University of Bedfordshire,10007152,East of England,5,21200,21.1,180.4520635
Female,"Media, journalism and communications",Non-STEM,University of Chester,10007848,North West,5,21200,13,234.1534392
Female,"Media, journalism and communications",Non-STEM,University of Derby,10007851,East Midlands,5,19300,16.7,208.3472222
Female,"Media, journalism and communications",Non-STEM,University of Gloucestershire,10007145,South West,5,21900,7.4,231.4455782
Female,"Media, journalism and communications",Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,5,28100,16.7,323.115942
Female,"Media, journalism and communications",Non-STEM,University of Northumbria at Newcastle,10001282,North East,5,23000,15,260.4365079
Female,"Media, journalism and communications",Non-STEM,University of Nottingham,10007154,East Midlands,5,30300,9.8,330.3773585
Female,"Media, journalism and communications",Non-STEM,University of South Wales,10007793,Wales,5,20100,9,244.2776253
Female,"Media, journalism and communications",Non-STEM,"University of the Arts, London",10007162,London,5,26600,7.4,271.25
Female,"Media, journalism and communications",Non-STEM,"University of the West of England, Bristol",10007164,South West,5,23000,23.5,244.3617021
Female,"Media, journalism and communications",Non-STEM,University of Worcester,10007139,West Midlands,5,20800,11.9,229.348659
Female,"Media, journalism and communications",Non-STEM,York St John University,10007713,Yorkshire and the Humber,5,22300,11.9,234.047619
Female,Medical sciences,STEM,Aston University,10007759,West Midlands,5,20800,5.9,299.9275362
Female,Medical sciences,STEM,Birmingham City University,10007140,West Midlands,5,28800,16.7,237.5448029
Female,Medical sciences,STEM,Canterbury Christ Church University,10001143,South East,5,31000,44.4,215.745614
Female,Medical sciences,STEM,Cardiff University,10007814,Wales,5,37000,7.7,244.2776253
Female,Medical sciences,STEM,De Montfort University,10001883,East Midlands,5,25200,0,228.1944444
Female,Medical sciences,STEM,Glasgow Caledonian University,10007762,Scotland,5,28300,0,244.2776253
Female,Medical sciences,STEM,King's College London,10003645,London,5,33900,8.7,341.7156863
Female,Medical sciences,STEM,London South Bank University,10004078,London,5,34700,11.1,189.0095785
Female,Medical sciences,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,5,27400,18.6,239.4481481
Female,Medical sciences,STEM,St George's Hospital Medical School,10007782,London,5,33200,16,305.2777778
Female,Medical sciences,STEM,Teesside University,10007161,North East,5,27000,33.3,211.9965278
Female,Medical sciences,STEM,The City University,10001478,London,5,31800,11.1,288.6111111
Female,Medical sciences,STEM,The Manchester Metropolitan University,10004180,North West,5,25900,0,240.9294872
Female,Medical sciences,STEM,The Robert Gordon University,10005500,Scotland,5,32100,0,244.2776253
Female,Medical sciences,STEM,The University of Bradford,10007785,Yorkshire and the Humber,5,28500,7.3,211.1309524
Female,Medical sciences,STEM,The University of Bristol,10007786,South West,5,35000,8.1,354.7619048
Female,Medical sciences,STEM,The University of Exeter,10007792,South West,5,32300,13.6,340.4273504
Female,Medical sciences,STEM,The University of Glasgow,10007794,Scotland,5,23700,0,244.2776253
Female,Medical sciences,STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,31000,7.4,326.5306122
Female,Medical sciences,STEM,The University of Liverpool,10006842,North West,5,28800,12,313.877551
Female,Medical sciences,STEM,The University of Manchester,10007798,North West,5,29900,4.4,329.2063492
Female,Medical sciences,STEM,The University of Portsmouth,10007155,South East,5,28300,25,250.6818182
Female,Medical sciences,STEM,The University of Salford,10007156,North West,5,28800,0,241.494152
Female,Medical sciences,STEM,The University of Southampton,10007158,South East,5,26600,11.8,328.1560284
Female,Medical sciences,STEM,University Campus Suffolk,10014001,East of England,5,30300,18.8,223.9285714
Female,Medical sciences,STEM,University College London,10007784,London,5,39800,3.1,355.6666667
Female,Medical sciences,STEM,University of Cumbria,10007842,North West,5,28500,4,214.6135266
Female,Medical sciences,STEM,University of Derby,10007851,East Midlands,5,31800,10,208.3472222
Female,Medical sciences,STEM,University of Hertfordshire,10007147,East of England,5,31000,5.4,238.375
Female,Medical sciences,STEM,"University of the West of England, Bristol",10007164,South West,5,30300,23.9,244.3617021
Female,Medicine and dentistry,STEM,Cardiff University,10007814,Wales,5,46400,6.2,244.2776253
Female,Medicine and dentistry,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,5,47100,5.3,359.5833333
Female,Medicine and dentistry,STEM,King's College London,10003645,London,5,46700,9.2,341.7156863
Female,Medicine and dentistry,STEM,Queen Mary University of London,10007775,London,5,46000,5.4,314.9166667
Female,Medicine and dentistry,STEM,St George's Hospital Medical School,10007782,London,5,47800,6.9,305.2777778
Female,Medicine and dentistry,STEM,The University of Aberdeen,10007783,Scotland,5,47800,0,244.2776253
Female,Medicine and dentistry,STEM,The University of Birmingham,10006840,West Midlands,5,47400,4.5,330.0740741
Female,Medicine and dentistry,STEM,The University of Brighton,10000886,South East,5,46700,0,266.8121693
Female,Medicine and dentistry,STEM,The University of Bristol,10007786,South West,5,45600,3.2,354.7619048
Female,Medicine and dentistry,STEM,The University of Cambridge,10007788,East of England,5,44700,5.8,360
Female,Medicine and dentistry,STEM,The University of Dundee,10007852,Scotland,5,47100,0,244.2776253
Female,Medicine and dentistry,STEM,The University of East Anglia,10007789,East of England,5,43300,0,307.4119241
Female,Medicine and dentistry,STEM,The University of Edinburgh,10007790,Scotland,5,48500,0,244.2776253
Female,Medicine and dentistry,STEM,The University of Exeter,10007792,South West,5,48000,10,340.4273504
Female,Medicine and dentistry,STEM,The University of Glasgow,10007794,Scotland,5,48900,0,244.2776253
Female,Medicine and dentistry,STEM,The University of Hull,10007149,Yorkshire and the Humber,5,46700,10.5,259.7435897
Female,Medicine and dentistry,STEM,The University of Keele,10007767,West Midlands,5,49300,0,276.372549
Female,Medicine and dentistry,STEM,The University of Leeds,10007795,Yorkshire and the Humber,5,46200,7.9,326.5306122
Female,Medicine and dentistry,STEM,The University of Leicester,10007796,East Midlands,5,48400,1.5,310.6862745
Female,Medicine and dentistry,STEM,The University of Liverpool,10006842,North West,5,47400,5.6,313.877551
